customer_id,transaction_date,product_used,transaction_amount,customer_tenure,transaction_frequency
1633,2023-03-28,Mutual Fund,12556.13,2,2
1561,2023-08-15,Personal Loan,75312.63,9,47
1274,2024-09-08,Personal Loan,43315.15,8,4
1467,2024-02-17,Current Account,49814.93,12,5
1486,2023-12-26,Mutual Fund,73100.98,8,33
1567,2024-11-15,Personal Loan,77365.75,8,29
1100,2024-09-04,Mutual Fund,64484.38,1,46
1446,2024-05-18,Credit Card,74840.11,10,20
1435,2025-02-04,Credit Card,22379.73,2,45
1732,2023-07-06,Credit Card,1649.88,11,46
1086,2023-02-26,Personal Loan,17638.7,6,18
1439,2023-05-17,Car Loan,46308.77,10,36
1890,2023-05-09,Current Account,96829.56,1,41
1444,2024-08-04,Savings Account,9568.52,2,10
1340,2024-07-11,Credit Card,83197.74,9,17
1363,2024-06-14,Car Loan,41669.85,7,20
1823,2024-12-17,Personal Loan,3774.04,9,21
1793,2024-02-18,Mortgage Loan,66286.0,6,18
1549,2023-05-23,Personal Loan,39889.17,2,27
1351,2023-04-22,Mortgage Loan,17779.69,8,35
1143,2024-10-06,Savings Account,38745.53,7,36
1466,2023-06-12,Car Loan,45202.51,12,7
1050,2023-05-03,Car Loan,71937.0,4,26
1454,2023-04-13,Mutual Fund,52427.71,9,4
1808,2024-06-15,Savings Account,5987.79,9,16
1012,2024-02-06,Mutual Fund,87007.79,12,32
1725,2023-12-22,Mortgage Loan,34256.18,14,38
1669,2023-10-12,Savings Account,81477.82,13,34
1377,2024-11-03,Personal Loan,81058.24,12,26
1945,2023-09-19,Personal Loan,29384.28,14,46
1236,2024-02-23,Fixed Deposit,44610.51,10,19
1125,2023-03-04,Mutual Fund,26811.06,6,35
1853,2023-06-13,Fixed Deposit,83976.65,3,11
1040,2024-10-08,Car Loan,41620.66,1,42
1025,2024-05-24,Mortgage Loan,5786.5,6,47
1118,2024-02-05,Car Loan,62374.29,1,43
1188,2024-11-29,Credit Card,14016.39,3,12
1366,2024-03-17,Savings Account,81605.47,4,28
1729,2024-08-30,Fixed Deposit,61356.45,2,12
1850,2023-04-25,Credit Card,74766.28,14,16
1487,2023-07-08,Savings Account,89041.06,6,26
1781,2023-10-02,Credit Card,45077.67,3,35
1098,2025-01-24,Credit Card,24224.19,4,44
1106,2024-05-28,Car Loan,30062.69,8,27
1375,2024-04-04,Mutual Fund,78211.36,14,6
1666,2023-07-26,Current Account,72863.8,12,35
1200,2023-04-11,Savings Account,67371.89,12,6
1743,2024-12-22,Current Account,48624.16,6,1
1376,2023-03-25,Credit Card,10674.42,11,2
1796,2024-08-19,Fixed Deposit,6061.22,7,38
1626,2024-08-15,Mortgage Loan,50503.47,8,43
1181,2023-11-02,Mutual Fund,44726.72,3,9
1339,2023-06-12,Credit Card,72706.58,11,23
1372,2023-03-11,Fixed Deposit,26000.03,4,36
1805,2024-06-18,Mortgage Loan,54922.1,5,42
1365,2023-04-30,Fixed Deposit,3647.49,8,23
1927,2024-08-22,Credit Card,32823.35,2,32
1354,2024-07-21,Car Loan,26170.78,3,11
1921,2024-09-21,Personal Loan,87091.57,13,6
1101,2024-03-13,Credit Card,43867.72,3,8
1381,2023-10-15,Mutual Fund,22060.04,2,18
1721,2024-02-12,Savings Account,75285.6,10,39
1095,2023-02-16,Savings Account,46552.83,8,14
1754,2024-04-26,Car Loan,43411.09,14,12
1360,2024-02-11,Car Loan,55309.33,5,15
1778,2024-12-19,Current Account,37953.31,10,22
1380,2023-03-23,Mortgage Loan,46825.5,8,20
1766,2023-12-29,Current Account,75834.35,7,19
1122,2024-02-29,Car Loan,1996.16,14,26
1250,2023-07-27,Credit Card,66194.84,13,33
1214,2023-12-24,Personal Loan,33627.17,5,27
1640,2024-09-27,Current Account,11692.28,9,25
1107,2023-05-30,Car Loan,21361.23,5,26
1202,2024-04-10,Savings Account,26043.66,6,44
1830,2023-03-21,Mortgage Loan,8461.66,6,17
1635,2023-03-04,Fixed Deposit,21296.15,3,44
1073,2024-05-02,Personal Loan,52991.96,11,18
1620,2024-05-04,Savings Account,18252.32,14,49
1898,2024-12-25,Credit Card,88676.83,2,6
1742,2023-11-03,Fixed Deposit,78920.2,12,8
1107,2023-11-22,Car Loan,70520.87,5,27
1987,2024-02-02,Savings Account,40530.51,1,48
1166,2024-07-06,Mortgage Loan,51704.79,8,17
1820,2023-02-22,Fixed Deposit,40261.3,6,8
1698,2023-08-31,Car Loan,41552.91,7,10
1733,2024-12-16,Car Loan,67619.17,10,22
1893,2023-03-04,Car Loan,35628.31,14,25
1437,2024-05-16,Credit Card,81774.77,1,48
1790,2024-01-25,Mutual Fund,97522.72,13,6
1040,2023-10-02,Personal Loan,40081.56,14,44
1371,2023-08-03,Current Account,30310.98,14,11
1933,2024-08-18,Credit Card,9671.09,12,40
1588,2023-03-14,Fixed Deposit,21834.67,9,16
1155,2023-03-21,Credit Card,15912.8,12,35
1344,2024-03-30,Fixed Deposit,50793.86,12,12
1671,2023-08-12,Savings Account,84783.6,5,27
1430,2024-03-01,Savings Account,22987.32,6,11
1082,2024-06-06,Mutual Fund,63352.69,3,14
1232,2024-03-23,Current Account,85598.71,6,12
1385,2024-12-14,Personal Loan,36718.71,14,31
1820,2024-03-05,Current Account,61854.04,3,15
1755,2023-02-23,Fixed Deposit,60066.21,13,40
1618,2023-09-04,Mutual Fund,99805.16,1,13
1022,2024-01-03,Mortgage Loan,24516.9,1,7
1908,2024-09-01,Current Account,37199.77,14,9
1483,2023-08-15,Mortgage Loan,13571.18,7,7
1463,2024-05-05,Fixed Deposit,87018.27,13,13
1173,2024-04-17,Current Account,20553.16,10,46
1381,2023-11-18,Credit Card,40864.28,9,16
1903,2024-08-16,Mortgage Loan,77366.02,8,4
1612,2023-12-20,Savings Account,33201.19,7,25
1887,2023-05-30,Car Loan,6979.3,13,34
1205,2024-08-17,Credit Card,48999.79,12,42
1528,2023-05-21,Mortgage Loan,30476.87,4,5
1755,2023-04-25,Mortgage Loan,29933.13,12,3
1994,2023-05-31,Mutual Fund,79602.24,12,38
1333,2024-08-02,Personal Loan,59388.91,9,26
1416,2024-07-27,Car Loan,40275.43,10,27
1996,2024-08-12,Mutual Fund,64361.24,1,42
1588,2024-06-11,Current Account,16067.53,8,27
1212,2025-01-15,Credit Card,73686.17,9,14
1261,2024-04-20,Savings Account,25676.99,5,13
1919,2023-06-12,Fixed Deposit,52811.83,2,23
1968,2024-04-09,Savings Account,62908.98,7,22
1330,2024-01-17,Mortgage Loan,4085.33,4,33
1199,2024-06-23,Current Account,74497.12,9,4
1489,2024-05-04,Current Account,33910.2,5,30
1983,2023-12-11,Mortgage Loan,48817.08,4,17
1341,2024-09-29,Current Account,35687.73,6,20
1158,2024-01-31,Savings Account,82301.2,13,39
1458,2025-02-03,Mutual Fund,33707.92,11,6
1123,2023-06-21,Personal Loan,9677.12,13,40
1703,2025-01-09,Car Loan,24239.25,7,36
1311,2024-09-06,Personal Loan,45471.58,6,44
1938,2024-12-10,Fixed Deposit,6243.48,5,21
1111,2024-06-17,Current Account,36818.34,1,41
1869,2024-07-08,Current Account,69492.47,10,3
1284,2024-01-15,Credit Card,6849.27,8,19
1693,2024-11-15,Mutual Fund,63402.5,10,8
1959,2024-02-12,Personal Loan,45892.32,9,31
1347,2024-08-30,Credit Card,12664.1,6,10
1532,2024-02-29,Mutual Fund,50661.43,5,34
1081,2023-12-17,Personal Loan,17505.9,6,46
1889,2024-05-07,Mutual Fund,20151.43,13,34
1108,2023-07-24,Credit Card,25843.15,13,38
1169,2025-01-08,Savings Account,32205.35,6,13
1739,2025-01-13,Fixed Deposit,45344.53,4,4
1795,2023-10-04,Mutual Fund,9873.94,9,2
1238,2023-04-22,Credit Card,15844.74,11,18
1517,2023-12-04,Fixed Deposit,96417.73,12,22
1867,2023-12-17,Mortgage Loan,15739.18,9,33
1486,2023-03-14,Car Loan,10815.77,13,45
1659,2024-02-21,Personal Loan,47966.23,8,42
1714,2024-11-19,Current Account,28889.36,4,10
1009,2024-11-03,Car Loan,85758.76,3,46
1939,2023-03-28,Fixed Deposit,82409.27,8,20
1382,2024-01-14,Credit Card,1793.36,7,23
1269,2024-12-30,Mortgage Loan,19841.29,3,17
1856,2023-09-22,Current Account,17373.47,9,21
1215,2024-07-27,Current Account,52139.16,12,5
1174,2023-08-26,Mortgage Loan,76686.49,14,26
1976,2024-01-30,Car Loan,78984.62,5,48
1058,2023-11-21,Savings Account,95453.34,10,17
1423,2023-03-13,Fixed Deposit,21749.39,6,33
1208,2023-07-10,Mutual Fund,74715.19,5,21
1124,2024-06-22,Credit Card,14033.9,4,16
1893,2024-08-28,Fixed Deposit,97831.12,13,34
1109,2024-01-24,Credit Card,95493.62,7,18
1021,2024-07-06,Mortgage Loan,43045.73,1,6
1532,2024-03-11,Personal Loan,1378.56,3,45
1491,2024-01-31,Car Loan,47281.65,7,19
1930,2023-10-22,Mortgage Loan,3838.36,10,43
1029,2023-08-01,Current Account,11723.15,7,46
1064,2023-02-13,Mutual Fund,34663.33,9,16
1915,2023-02-18,Mutual Fund,58467.32,8,19
1515,2025-01-14,Fixed Deposit,32847.4,7,11
1492,2024-09-14,Car Loan,47069.27,2,2
1558,2023-10-13,Credit Card,59488.97,1,11
1550,2024-10-19,Fixed Deposit,44330.75,12,12
1538,2023-11-23,Personal Loan,69019.89,13,33
1890,2024-08-13,Car Loan,57563.19,12,21
1016,2023-12-06,Savings Account,9163.23,13,1
1340,2024-03-27,Savings Account,28078.8,11,44
1428,2023-11-27,Mutual Fund,853.88,9,15
1519,2024-10-28,Mortgage Loan,77263.4,13,39
1425,2023-06-16,Savings Account,91049.93,10,19
1317,2024-04-19,Savings Account,34580.57,6,48
1963,2024-11-13,Savings Account,40886.25,8,44
1770,2023-04-22,Credit Card,94482.78,2,41
1823,2024-01-19,Car Loan,871.22,6,49
1317,2023-04-27,Mortgage Loan,37887.38,12,25
1236,2024-03-28,Credit Card,38065.69,1,36
1482,2023-10-24,Savings Account,66610.71,6,38
1682,2024-01-15,Savings Account,95867.37,6,39
1784,2023-03-14,Current Account,97520.75,2,16
1797,2024-06-24,Mortgage Loan,59548.51,10,29
1499,2024-09-21,Car Loan,5787.22,5,35
1563,2024-10-19,Mortgage Loan,45247.18,5,28
1793,2024-09-15,Mortgage Loan,67021.89,4,22
1696,2023-03-11,Savings Account,7938.04,10,7
1723,2024-12-19,Mutual Fund,26820.88,3,47
1984,2023-11-06,Fixed Deposit,62661.8,5,17
1086,2024-10-09,Mortgage Loan,55124.7,1,14
1777,2023-03-26,Fixed Deposit,64124.32,4,17
1134,2024-10-26,Current Account,3659.08,5,37
1825,2024-01-09,Car Loan,84102.05,13,30
1359,2023-05-29,Savings Account,88859.79,14,25
1438,2024-12-28,Mutual Fund,85848.39,5,24
1485,2023-12-26,Car Loan,13818.96,14,6
1668,2023-11-23,Savings Account,71462.2,5,30
1522,2023-10-15,Current Account,50398.25,5,19
1732,2024-01-11,Credit Card,3872.2,14,6
1495,2023-02-19,Current Account,70450.35,10,37
1061,2024-02-28,Car Loan,33330.22,11,47
1086,2024-09-10,Mortgage Loan,95400.45,6,2
1916,2023-06-20,Car Loan,84104.01,14,24
1305,2024-04-10,Mortgage Loan,74826.14,1,17
1178,2023-11-18,Car Loan,4179.73,12,9
1541,2023-05-18,Current Account,19674.66,12,21
1214,2024-07-17,Car Loan,97899.44,8,40
1325,2023-12-19,Credit Card,20006.98,12,44
1318,2023-11-07,Mortgage Loan,73908.71,12,2
1642,2024-10-15,Mutual Fund,5617.96,9,16
1186,2024-06-15,Car Loan,91191.91,3,12
1687,2023-10-08,Mutual Fund,41480.94,10,27
1140,2025-01-19,Car Loan,96698.33,4,46
1076,2024-07-21,Fixed Deposit,11458.83,5,38
1854,2024-04-27,Mutual Fund,12528.82,8,17
1858,2023-08-23,Mortgage Loan,44977.81,14,8
1694,2024-06-30,Current Account,9800.67,5,19
1617,2024-07-24,Car Loan,47635.83,8,38
1111,2024-10-06,Fixed Deposit,78969.7,9,37
1837,2023-05-26,Mortgage Loan,55905.96,8,24
1045,2023-03-22,Personal Loan,25416.08,2,19
1316,2023-02-11,Personal Loan,29780.71,7,9
1611,2023-11-14,Current Account,90694.49,14,19
1835,2023-04-16,Personal Loan,54752.32,4,36
1426,2023-05-09,Mortgage Loan,33843.22,5,43
1394,2023-03-25,Personal Loan,33380.12,9,14
1627,2023-11-13,Personal Loan,8274.95,12,37
1680,2025-02-06,Current Account,98105.1,14,30
1500,2023-04-08,Fixed Deposit,7131.11,3,48
1203,2023-05-31,Fixed Deposit,82052.96,4,2
1084,2024-01-26,Savings Account,67780.79,13,13
1015,2023-04-16,Personal Loan,95366.98,7,30
1681,2024-03-02,Personal Loan,62800.3,8,35
1689,2024-09-06,Credit Card,74188.87,7,17
1607,2023-03-24,Mutual Fund,54158.91,3,32
1679,2024-09-10,Current Account,67305.7,9,47
1311,2023-08-11,Current Account,27268.6,14,31
1075,2023-11-24,Current Account,49045.05,7,44
1004,2023-10-28,Personal Loan,50079.02,14,18
1138,2023-06-22,Current Account,2366.85,14,35
1280,2023-02-28,Fixed Deposit,79845.33,12,14
1268,2023-03-18,Car Loan,59399.84,4,24
1023,2023-12-12,Savings Account,6928.46,9,29
1394,2023-07-29,Savings Account,74190.06,3,5
1270,2023-06-08,Mortgage Loan,84519.25,9,35
1651,2023-05-27,Fixed Deposit,4486.94,4,32
1779,2024-04-18,Mutual Fund,51156.21,1,26
1857,2024-06-26,Credit Card,49597.73,8,47
1038,2024-12-15,Car Loan,98855.58,14,46
1223,2023-10-12,Personal Loan,93980.67,4,29
1079,2024-08-07,Credit Card,34049.72,8,34
1655,2024-05-17,Mortgage Loan,65800.78,10,44
1604,2023-09-25,Car Loan,48362.7,10,20
1202,2023-08-15,Car Loan,20839.62,12,40
1864,2024-07-18,Fixed Deposit,2229.92,12,46
1006,2023-10-10,Car Loan,87625.53,12,23
1737,2024-02-25,Savings Account,72795.88,1,32
1926,2024-07-04,Credit Card,94616.99,10,34
1992,2024-01-03,Savings Account,98160.26,13,41
1844,2023-08-30,Current Account,58674.54,8,6
1434,2023-04-11,Credit Card,13722.96,2,16
1981,2024-09-23,Fixed Deposit,88400.1,3,41
1062,2023-04-17,Mutual Fund,99082.6,3,22
1082,2023-10-08,Current Account,64241.05,5,46
1586,2023-11-22,Mortgage Loan,65002.86,3,14
1152,2023-03-06,Personal Loan,95714.77,4,20
1210,2024-12-15,Credit Card,41479.1,13,32
1549,2025-01-25,Credit Card,47886.93,11,34
1691,2024-01-11,Mortgage Loan,20599.71,4,20
1524,2023-05-20,Fixed Deposit,24314.71,5,32
1485,2023-12-07,Personal Loan,97122.71,1,15
1190,2024-05-29,Mortgage Loan,97570.9,3,34
1484,2023-04-14,Mortgage Loan,95009.32,12,6
1540,2024-03-21,Personal Loan,17677.17,7,37
1244,2023-11-24,Current Account,84992.88,8,20
1296,2024-03-19,Credit Card,50943.2,12,16
1168,2024-03-11,Savings Account,87789.65,6,15
1979,2024-04-10,Personal Loan,3783.62,7,27
1310,2024-09-30,Credit Card,82704.98,12,46
1012,2024-10-12,Current Account,50371.49,4,49
1903,2024-08-10,Savings Account,68510.24,13,40
1757,2024-02-18,Personal Loan,12104.95,6,31
1337,2023-09-16,Mortgage Loan,42879.39,14,19
1920,2024-12-04,Current Account,51068.3,6,5
1783,2024-06-20,Current Account,53586.39,1,36
1678,2024-01-28,Fixed Deposit,82520.21,1,5
1038,2025-01-31,Personal Loan,42074.47,6,21
1960,2024-04-01,Mutual Fund,34577.79,14,32
1838,2024-12-24,Credit Card,65419.52,9,20
1033,2023-09-01,Mortgage Loan,87521.6,11,2
1560,2024-04-30,Credit Card,9849.45,2,11
1440,2023-07-16,Mutual Fund,16903.31,2,3
1477,2024-11-12,Fixed Deposit,92337.94,14,43
1592,2023-04-08,Car Loan,70745.1,1,14
1338,2024-03-10,Mortgage Loan,84825.81,7,2
1150,2023-05-20,Savings Account,33638.28,14,46
1743,2025-01-07,Personal Loan,42753.7,5,44
1137,2024-10-28,Car Loan,91719.74,3,17
1529,2024-01-25,Personal Loan,79248.76,3,2
1266,2024-10-20,Car Loan,10545.86,8,46
1671,2024-10-23,Mortgage Loan,57553.0,11,25
1782,2023-10-09,Credit Card,31804.78,7,9
1876,2024-01-05,Savings Account,6656.05,13,41
1025,2024-02-19,Car Loan,62766.84,7,46
1249,2024-10-22,Current Account,86309.69,11,45
1025,2023-02-23,Current Account,61459.26,14,31
1041,2024-11-15,Current Account,78864.35,14,24
1356,2023-09-04,Credit Card,13456.81,4,13
1177,2024-05-22,Personal Loan,33405.32,12,43
1896,2024-01-15,Current Account,79191.95,3,38
1787,2024-09-01,Credit Card,45766.09,1,13
1964,2024-08-14,Fixed Deposit,56175.16,14,43
1556,2023-10-07,Credit Card,41199.76,9,28
1619,2023-06-10,Fixed Deposit,29214.17,12,5
1103,2023-04-13,Personal Loan,99452.16,14,16
1960,2023-10-06,Current Account,80138.38,7,35
1463,2023-05-07,Mutual Fund,39119.36,4,32
1125,2023-07-08,Personal Loan,3000.28,9,9
1169,2023-03-07,Personal Loan,87918.77,6,39
1606,2024-04-17,Credit Card,15812.19,11,13
1534,2025-02-04,Mutual Fund,20427.57,3,48
1484,2024-04-10,Personal Loan,7566.02,2,20
1991,2024-09-18,Mortgage Loan,42012.61,11,33
1308,2023-08-13,Mortgage Loan,38107.74,3,13
1343,2024-02-17,Credit Card,19361.83,1,49
1298,2024-11-26,Car Loan,32545.17,10,19
1856,2024-06-13,Personal Loan,61161.61,10,44
1121,2024-06-21,Savings Account,51535.09,8,1
1099,2024-10-17,Mortgage Loan,16888.18,7,26
1433,2023-08-14,Personal Loan,30546.3,3,41
1966,2024-07-31,Personal Loan,58546.11,14,5
1439,2024-12-17,Credit Card,74228.12,1,47
1699,2024-01-31,Mutual Fund,77305.75,1,43
1296,2023-05-10,Personal Loan,79163.53,7,43
1202,2023-08-31,Mortgage Loan,95712.36,14,16
1405,2024-02-22,Car Loan,83356.83,8,20
1272,2023-05-06,Personal Loan,21306.69,8,46
1737,2023-09-11,Personal Loan,36597.4,11,16
1169,2024-04-26,Savings Account,22480.35,2,42
1072,2024-10-14,Current Account,2126.96,7,11
1234,2024-03-26,Car Loan,78931.5,6,21
1528,2023-10-29,Credit Card,60907.77,1,20
1176,2023-07-17,Mutual Fund,90346.02,6,6
1724,2023-12-08,Mutual Fund,34633.79,3,18
1976,2023-03-30,Car Loan,24724.25,13,38
1662,2024-11-21,Mortgage Loan,45122.21,9,17
1248,2024-02-13,Mortgage Loan,41022.88,7,10
1160,2023-05-20,Personal Loan,89466.65,9,47
1283,2024-06-18,Car Loan,58662.3,5,6
1348,2024-10-03,Car Loan,18409.89,2,38
1065,2023-03-18,Car Loan,2749.16,11,34
1861,2024-12-11,Savings Account,32129.75,13,10
1926,2024-06-11,Credit Card,63339.37,3,5
1319,2023-06-01,Car Loan,88387.49,6,18
1233,2023-04-09,Credit Card,80385.38,1,9
1347,2024-08-07,Mortgage Loan,93058.58,10,19
1766,2023-07-03,Mutual Fund,52569.79,3,46
1007,2024-02-17,Fixed Deposit,51018.39,7,34
1347,2023-08-13,Car Loan,5390.79,13,33
1530,2024-08-13,Mutual Fund,32623.2,3,38
1152,2024-09-20,Fixed Deposit,65691.41,4,25
1392,2023-10-14,Current Account,34195.74,6,13
1183,2024-10-04,Savings Account,95259.29,12,34
1777,2023-06-08,Fixed Deposit,53254.63,1,43
1417,2024-03-30,Current Account,73590.94,10,14
1587,2024-06-25,Current Account,18101.75,3,17
1664,2024-07-28,Personal Loan,96956.38,3,24
1010,2023-05-03,Credit Card,18297.48,7,35
1581,2023-09-09,Current Account,89993.47,5,35
1689,2024-10-17,Car Loan,23629.53,13,34
1457,2023-06-28,Personal Loan,93748.73,8,12
1820,2025-01-15,Savings Account,9373.14,13,30
1412,2023-02-13,Savings Account,68721.41,1,9
1348,2024-07-28,Personal Loan,22053.45,2,28
1629,2024-03-01,Personal Loan,54888.72,4,37
1933,2023-11-18,Mortgage Loan,49962.9,4,22
1166,2023-10-23,Fixed Deposit,76293.22,8,15
1402,2023-04-28,Savings Account,14410.62,6,23
1466,2025-01-05,Personal Loan,22977.97,2,13
1735,2024-01-28,Personal Loan,27914.23,4,49
1118,2024-08-18,Car Loan,20298.73,12,3
1007,2023-07-28,Car Loan,61726.37,9,15
1249,2025-01-21,Savings Account,16810.11,7,37
1059,2024-11-20,Car Loan,43983.79,10,4
1175,2023-05-15,Fixed Deposit,36330.18,3,31
1320,2023-07-02,Mortgage Loan,32930.87,8,44
1180,2023-07-21,Mortgage Loan,82290.51,9,13
1616,2024-08-17,Mutual Fund,77251.88,8,1
1804,2023-06-12,Current Account,11370.93,2,34
1535,2023-09-18,Fixed Deposit,62120.13,1,22
1952,2023-11-05,Car Loan,80103.82,6,46
1195,2025-02-03,Mortgage Loan,44530.78,1,19
1194,2025-01-12,Personal Loan,60697.83,8,6
1742,2023-09-27,Fixed Deposit,65599.68,4,36
1771,2025-01-03,Current Account,5461.57,7,25
1678,2023-07-05,Mutual Fund,88279.87,12,5
1325,2023-10-08,Mutual Fund,1728.6,1,47
1670,2023-03-08,Savings Account,48805.42,8,46
1747,2023-02-27,Car Loan,2033.1,14,42
1827,2024-09-04,Current Account,53966.23,1,43
1331,2023-09-01,Credit Card,59054.68,1,47
1217,2024-05-30,Savings Account,25491.2,10,22
1171,2023-07-07,Fixed Deposit,61649.21,2,32
1854,2023-10-22,Savings Account,34135.96,11,35
1463,2023-08-30,Personal Loan,21596.35,4,32
1559,2023-08-18,Personal Loan,40557.93,14,23
1738,2024-07-10,Mortgage Loan,63995.3,8,35
1065,2023-06-05,Car Loan,42679.69,7,6
1756,2023-06-06,Savings Account,66375.64,11,42
1347,2024-01-04,Mutual Fund,62456.35,10,30
1351,2023-04-09,Fixed Deposit,38174.49,12,13
1973,2024-10-22,Mortgage Loan,28944.95,10,48
1726,2025-01-17,Personal Loan,85411.23,2,47
1744,2024-02-02,Current Account,52343.54,12,23
1527,2023-05-07,Mutual Fund,89266.98,9,26
1295,2023-06-15,Mortgage Loan,14234.21,9,24
1811,2023-12-25,Credit Card,31749.01,11,14
1641,2023-12-01,Fixed Deposit,76468.01,12,25
1433,2024-08-24,Current Account,72653.73,11,22
1000,2023-03-20,Fixed Deposit,19876.33,12,8
1822,2023-07-03,Current Account,15592.62,8,46
1342,2023-08-30,Current Account,35124.79,3,11
1413,2024-02-27,Fixed Deposit,64935.02,4,11
1312,2023-10-11,Mortgage Loan,82845.27,4,11
1216,2024-01-07,Personal Loan,84273.73,11,36
1982,2023-08-23,Savings Account,12842.92,10,30
1204,2024-04-11,Credit Card,7500.15,8,34
1421,2023-04-08,Savings Account,92764.76,3,5
1801,2024-04-16,Current Account,43927.26,5,40
1868,2024-09-07,Mutual Fund,9832.09,10,33
1346,2025-01-21,Mortgage Loan,12292.75,8,10
1547,2023-08-05,Mortgage Loan,6025.34,12,28
1254,2023-04-12,Mortgage Loan,49719.79,12,31
1838,2024-11-14,Mutual Fund,85259.27,14,11
1291,2023-11-24,Personal Loan,43327.52,1,19
1711,2024-10-05,Current Account,95410.3,3,45
1721,2023-06-13,Car Loan,85340.07,2,9
1684,2023-10-02,Personal Loan,95986.55,9,36
1594,2023-03-22,Personal Loan,12085.01,2,10
1355,2023-08-23,Personal Loan,88398.35,2,3
1176,2024-03-25,Fixed Deposit,15412.05,6,13
1149,2023-11-29,Savings Account,85080.11,11,6
1237,2024-05-20,Personal Loan,43638.57,11,28
1171,2023-03-05,Fixed Deposit,84636.81,10,1
1238,2024-05-12,Current Account,96239.56,5,47
1410,2024-05-11,Current Account,2796.82,4,17
1924,2024-10-25,Current Account,40902.71,11,44
1235,2024-08-02,Personal Loan,48782.15,9,24
1528,2024-01-19,Mortgage Loan,71505.29,10,42
1254,2025-01-14,Credit Card,60288.94,9,32
1790,2024-09-28,Mutual Fund,11369.97,12,38
1028,2024-09-10,Savings Account,85025.18,3,18
1270,2023-07-06,Car Loan,23406.42,14,33
1866,2023-11-18,Credit Card,65345.05,13,43
1811,2024-04-08,Mortgage Loan,80965.23,6,35
1163,2024-12-29,Fixed Deposit,43773.21,4,20
1013,2024-11-04,Fixed Deposit,9895.99,4,10
1435,2024-05-05,Personal Loan,89455.03,1,39
1174,2023-04-19,Fixed Deposit,29215.9,14,32
1975,2024-07-08,Current Account,43685.74,14,18
1081,2024-07-05,Fixed Deposit,5034.11,13,45
1367,2024-06-15,Car Loan,21050.04,6,7
1336,2023-05-28,Current Account,77061.35,5,3
1918,2023-11-30,Mortgage Loan,91535.05,8,49
1669,2023-12-24,Current Account,48154.11,6,27
1564,2025-01-06,Mutual Fund,18725.36,6,15
1790,2024-12-03,Mutual Fund,57758.48,12,23
1489,2024-08-19,Fixed Deposit,10779.98,9,25
1388,2024-07-13,Mortgage Loan,54917.54,5,9
1027,2025-01-04,Personal Loan,86764.34,10,33
1768,2025-02-01,Mortgage Loan,12056.26,1,27
1587,2023-04-27,Fixed Deposit,47475.02,11,29
1936,2023-11-02,Credit Card,98275.83,5,28
1037,2023-04-05,Mortgage Loan,85555.15,2,1
1774,2024-02-04,Mutual Fund,74900.0,1,44
1870,2024-08-27,Personal Loan,76790.76,6,37
1046,2024-08-20,Personal Loan,48236.0,9,13
1714,2024-06-03,Mortgage Loan,73021.5,12,3
1441,2024-04-23,Credit Card,99222.3,7,36
1070,2024-10-07,Savings Account,86853.56,11,2
1957,2024-11-23,Mortgage Loan,39639.92,3,19
1543,2024-04-28,Personal Loan,12877.59,9,20
1111,2024-07-31,Credit Card,1110.55,14,33
1096,2024-09-20,Car Loan,74229.38,12,11
1620,2023-08-27,Current Account,96131.92,14,37
1712,2023-07-30,Savings Account,95086.12,11,2
1094,2023-09-21,Personal Loan,13746.78,13,46
1827,2024-10-12,Car Loan,42207.45,14,48
1167,2024-04-22,Savings Account,80722.97,8,6
1817,2023-03-28,Current Account,75809.78,13,18
1927,2024-06-03,Current Account,62630.22,4,21
1171,2023-08-26,Current Account,62674.32,6,41
1562,2024-12-13,Savings Account,24085.64,11,3
1466,2024-04-06,Credit Card,71905.33,14,23
1958,2024-12-24,Fixed Deposit,71514.11,13,27
1415,2023-11-07,Fixed Deposit,68136.76,5,46
1499,2024-06-02,Savings Account,82923.26,13,21
1787,2024-09-28,Mortgage Loan,54640.53,8,2
1597,2023-08-31,Savings Account,46096.51,12,19
1500,2023-10-17,Mutual Fund,90209.35,12,7
1653,2023-12-07,Savings Account,67621.54,7,45
1669,2023-06-13,Mutual Fund,50662.65,14,47
1785,2024-04-01,Car Loan,96377.38,2,6
1637,2024-05-22,Credit Card,89748.23,8,5
1137,2023-03-30,Savings Account,57067.27,11,30
1341,2024-11-20,Current Account,79840.25,14,7
1736,2024-10-18,Credit Card,13795.95,2,33
1883,2023-05-15,Current Account,23517.75,14,43
1842,2023-11-16,Credit Card,84161.12,1,46
1800,2024-07-04,Mortgage Loan,80277.37,4,38
1579,2023-12-05,Personal Loan,94531.0,4,29
1661,2023-06-07,Fixed Deposit,19329.96,10,17
1425,2023-02-20,Current Account,93927.85,3,23
1389,2024-06-30,Personal Loan,2462.53,10,4
1483,2024-09-12,Personal Loan,99102.76,7,37
1507,2024-05-06,Car Loan,37572.34,13,25
1153,2024-06-09,Fixed Deposit,11133.34,7,37
1412,2023-03-03,Mutual Fund,73303.84,5,11
1238,2023-06-08,Savings Account,1255.11,13,11
1193,2024-12-04,Mutual Fund,87407.6,12,47
1244,2024-05-24,Personal Loan,66057.38,10,7
1487,2025-02-01,Current Account,35090.69,3,10
1185,2023-09-07,Current Account,64417.77,14,32
1857,2023-07-08,Mortgage Loan,36911.67,5,11
1267,2023-12-10,Savings Account,47932.44,3,27
